,id,budget,budget_norm,budget_log,genres,popularity,popularity_norm,release_date,revenue,revenue_norm,revenue_log,runtime,runtime_norm,title,vote_average,vote_average_norm,vote_count,vote_count_norm,actor_1,actor_2,actor_3,actor_4,actor_5,actor_6,director
924,3080,609000,0.001596063,5.784617293," Comedy, Music, Romance",7.122093,1.30E-02,9/6/1935,3202000,0.001148005,6.505421328,101,0.298816568,Top Hat,7.4,8.13E-01,62,0.004404973,Fred Astaire, Ginger Rogers, Edward Everett Horton, Helen Broderick, Erik Rhodes, Eric Blore,Sound Effects
927,1712,5400000,0.014204041,6.73239376," Action, Drama, Western",10.864284,1.98E-02,10/10/1956,35000000,0.012553462,7.544068044,201,0.594674556,Giant,7.5,8.24E-01,169,0.012007105,Elizabeth Taylor, Rock Hudson, James Dean, Carroll Baker, Jane Withers, Chill Wills,George Stevens
929,3529,226408,0.000589235,5.354891768," Comedy, Crime, Mystery",10.573867,1.93E-02,5/25/1934,1423000,0.000509905,6.1532049,93,0.275147929,The Thin Man,7.4,8.13E-01,97,0.006891652,William Powell, Myrna Loy, Nat Pendleton, Minna Gombell, Porter Hall, Henry Wadsworth,W.S. Van Dyke
931,1585,3180000,0.008361897,6.50242712," Drama, Family, Fantasy",15.031588,2.75E-02,12/20/1946,9644124,0.003458696,6.984262786,130,0.384615385,It's a Wonderful Life,8,8.79E-01,1103,0.078365897,James Stewart, Donna Reed, Lionel Barrymore, Thomas Mitchell, Henry Travers, Beulah Bondi,Frank Capra
945,10331,114000,0.000293423,5.056904851,Horror,14.384198,2.63E-02,10/1/1968,30000000,0.010760038,7.477121255,96,0.284023669,Night of the Living Dead,7.5,8.24E-01,591,0.041989343,Duane Jones, Karl Hardman, Marilyn Eastman, Keith Wayne, Judith Ridley, Kyra Schon,George A. Romero
946,488,1300000,0.003414496,6.113943352," Adventure, War, Romance",6.636872,1.21E-02,12/3/1951,10750000,0.003855357,7.031408464,105,0.310650888,The African Queen,7.4,8.13E-01,232,0.016483126,Humphrey Bogart, Katharine Hepburn, Robert Morley, Peter Bull, Theodore Bikel, Walter Gotell,John Huston
948,261,3000000,0.00788821,6.477121255," Drama, Romance",11.794846,2.15E-02,2/17/1958,17570324,0.006301703,7.24477977,108,0.319526627,Cat on a Hot Tin Roof,7.6,8.35E-01,168,0.011936057,Elizabeth Taylor, Paul Newman, Burl Ives, Judith Anderson, Jack Carson, Madeleine Sherwood,Richard Brooks
969,10861,25000000,0.065783328,7.397940009," Action, Adventure, Thriller",7.370163,1.35E-02,9/13/1996,51702483,0.018544388,7.7135114,100,0.295857988,Maximum Risk,5.3,5.82E-01,104,0.007388988,Jean-Claude Van Damme, Natasha Henstridge, Jean-Hugues Anglade, Zach Grenier, Paul Ben-Victor, Frank Senger,Ringo Lam
970,1770,28000000,0.073678116,7.447158031," Drama, Thriller",6.728199,1.23E-02,10/25/1996,16900000,0.006061268,7.227886705,132,0.390532544,Michael Collins,6.8,7.47E-01,98,0.0069627,Liam Neeson, Aidan Quinn, Stephen Rea, Alan Rickman, Julia Roberts, Ian Hart,Neil Jordan
974,9333,67000000,0.17631037,7.826074803," Action, Crime, Drama, Thriller",11.845918,2.16E-02,9/20/1996,47267001,0.016953448,7.674558048,101,0.298816568,Last Man Standing,6.2,6.81E-01,263,0.018685613,Bruce Willis, Bruce Dern, William Sanderson, Christopher Walken, David Patrick Kelly, Karina Lombard,Walter Hill
976,9400,9000000,0.023677787,6.954242509," Drama, Action, Crime",6.85606,1.25E-02,11/6/1996,41590886,0.014917512,7.618998172,118,0.349112426,Set It Off,6.9,7.58E-01,66,0.004689165,Jada Pinkett Smith, Queen Latifah, Vivica A. Fox, Kimberly Elise, Blair Underwood, John C. McGinley,F. Gary Gray
978,12241,2300000,0.006046092,6.361727836," Comedy, Crime, Thriller",2.781581,5.08E-03,9/6/1996,49620,1.72943E-05,4.69565676,88,0.26035503,Curdled,6.2,6.81E-01,29,0.002060391,Bruce Ramsay, William Baldwin, Lois Chiles, Barry Corbin, Mel Gorham, Angela Jones, Reb Braddock
981,11306,38000000,0.099994079,7.579783597," Drama, Thriller",4.990506,9.11E-03,9/27/1996,17380126,0.006233482,7.240052921,118,0.349112426,Extreme Measures,5.7,6.26E-01,80,0.005683837,Hugh Grant, Gene Hackman, Sarah Jessica Parker, David Morse, Bill Nunn, John Toles-Bey,Michael Apted
984,6346,50000000,0.131573234,7.698970004," Crime, Drama",3.998494,7.30E-03,10/11/1996,22540359,0.008084379,7.352960829,113,0.334319527,The Chamber,5.9,6.48E-01,62,0.004404973,Gene Hackman, Faye Dunaway, Robert Prosky, Lela Rochon, Bo Jackson, Millie Perkins,James Foley
997,173,5000000,0.013151402,6.698970004," Adventure, Drama, Science Fiction",8.722406,1.59E-02,12/23/1954,28200000,0.010114406,7.450249108,127,0.375739645,"20,000 Leagues Under the Sea",6.9,7.58E-01,160,0.011367673,Kirk Douglas, James Mason, Paul Lukas, Peter Lorre, Robert J. Wilke, Ted de Corsia,Richard Fleischer
998,864,14000000,0.036835769,7.146128036,Comedy,8.30721,1.52E-02,9/30/1993,154864401,0.055546992,8.189951597,98,0.289940828,Cool Runnings,6.8,7.47E-01,510,0.036234458,Leon Robinson, Doug E. Doug, Rawle D. Lewis, Malik Yoba, John Candy, Raymond J. Barry,Jon Turteltaub
1000,11224,2900000,0.00762505,6.462397998," Family, Fantasy, Animation, Romance",14.436858,2.64E-02,3/4/1950,263591415,0.094545712,8.420931261,74,0.218934911,Cinderella,6.8,7.47E-01,1760,0.125044405,Ilene Woods, Eleanor Audley, Lucille Bliss, Verna Felton, Helene Stanley, James MacDonald,Clyde Geronimi
1003,9078,3000000,0.00788821,6.477121255," Animation, Family",10.636458,1.94E-02,12/25/1963,22182353,0.007955968,7.346007612,79,0.233727811,The Sword in the Stone,6.9,7.58E-01,935,0.06642984,Sebastian Cabot, Karl Swenson, Junius Matthews, Norman Alden, Rickie Sorensen, Ginny Tyler,Wolfgang Reitherman
1005,8367,48000000,0.126310042,7.681241237,Adventure,10.639244,1.94E-02,6/14/1991,390493908,0.140063698,8.591614263,143,0.423076923,Robin Hood: Prince of Thieves,6.6,7.25E-01,937,0.066571936,Kevin Costner, Morgan Freeman, Christian Slater, Mary Elizabeth Mastrantonio, Alan Rickman, Geraldine McEwan,Kevin Reynolds
1006,433,6000000,0.015782999,6.77815125," Comedy, Family, Fantasy",15.11549,2.76E-02,8/27/1964,102272727,0.036683162,8.009759836,139,0.411242604,Mary Poppins,7.4,8.13E-01,1217,0.086465364,Julie Andrews, Dick Van Dyke, David Tomlinson, Glynis Johns, Hermione Baddeley, Reta Shaw,Robert Stevenson
1007,11360,812000,0.002130277,5.909556029," Animation, Family",14.655879,2.68E-02,10/22/1941,1600000,0.000573392,6.204119983,64,0.189349112,Dumbo,6.8,7.47E-01,1206,0.085683837,Sterling Holloway, Herman Bing, John McLeish, Edward Brophy, James Baskett, Billy Bletcher,"Samuel Armstrong, Ben Sharpsteen, William Roberts, Wilfred Jackson, Jack Kinney, Norman Ferguson"
1009,12335,20000000,0.052625346,7.301029996," Adventure, Fantasy, Animation, Comedy, Family, Music",10.362012,1.89E-02,10/7/1971,17900000,0.006419953,7.252853031,117,0.346153846,Bedknobs and Broomsticks,6.8,7.47E-01,260,0.018472469,Angela Lansbury, David Tomlinson, Roddy McDowall, Sam Jaffe, John Ericson, Bruce Forsyth,Robert Stevenson
1010,12092,3000000,0.00788821,6.477121255," Animation, Adventure, Family, Fantasy",16.488937,3.01E-02,7/3/1951,572000000,0.205167162,8.757396029,75,0.221893491,Alice in Wonderland,7,7.69E-01,1557,0.11062167,Kathryn Beaumont, Verna Felton, Ed Wynn, Richard Haydn, Sterling Holloway, Jerry Colonna,"Hamilton Luske, Wilfred Jackson, Clyde Geronimi"
1011,10948,12000000,0.031572576,7.079181246," Adventure, Animation, Drama, Family",10.197106,1.86E-02,7/10/1981,29800000,0.010688301,7.474216264,82,0.24260355,The Fox and the Hound,7,7.69E-01,884,0.062806394,Mickey Rooney, Kurt Russell, Pearl Bailey, Jack Albertson, Sandy Duncan, Jeanette Nolan,Ted Berman
1013,15121,8200000,0.02157251,6.913813852," Drama, Family, Music, Romance",9.06773,1.66E-02,3/2/1965,286214286,0.10266019,8.456691307,174,0.514792899,The Sound of Music,7.4,8.13E-01,966,0.068632327,Julie Andrews, Christopher Plummer, Eleanor Parker, Richard Haydn, Peggy Wood, Charmian Carr,Robert Wise
1014,562,28000000,0.073678116,7.447158031," Action, Thriller",16.640522,3.04E-02,7/15/1988,140767956,0.050490813,8.148503805,131,0.387573964,Die Hard,7.5,8.24E-01,4005,0.284547069,Bruce Willis, Alan Rickman, Alexander Godunov, Bonnie Bedelia, Reginald VelJohnson, Paul Gleason,John McTiernan
1015,10163,10000000,0.026309384,7," Horror, Thriller, Science Fiction",6.685948,1.22E-02,3/5/1992,32101000,0.011513635,7.506518562,108,0.319526627,The Lawnmower Man,5.4,5.93E-01,198,0.014067496,Jeff Fahey, Pierce Brosnan, Jenny Wright, Mark Bringelson, Geoffrey Lewis, Jeremy Slate,Brett Leonard
1019,11159,4500000,0.011835604,6.653212514,Drama,11.223572,2.05E-02,5/24/1996,13417292,0.004812074,7.127664871,142,0.420118343,Secrets & Lies,7.1,7.80E-01,127,0.009023091,Timothy Spall, Brenda Blethyn, Marianne Jean-Baptiste, Phyllis Logan, Claire Rushbrook, Lee Ross,Mike Leigh
1022,41843,16000000,0.042098961,7.204119983," Drama, Romance",2.167132,3.96E-03,9/4/1996,1985001,0.000711486,6.29776073,125,0.369822485,Surviving Picasso,5.3,5.82E-01,21,0.001492007,Anthony Hopkins, Natascha McElhone, Julianne Moore, Joss Ackland, Joan Plowright,,
1025,11412,65000000,0.171047178,7.812913357," Crime, Action, Mystery, Thriller",14.482345,2.65E-02,10/11/1996,89456761,0.032086271,7.951613169,120,0.355029586,The Long Kiss Goodnight,6.4,7.03E-01,323,0.02294849,Geena Davis, Samuel L. Jackson, Yvonne Zima, Craig Bierko, Tom Amandes, Brian Cox,Renny Harlin
1026,10586,50000000,0.131573234,7.698970004,Adventure,10.789928,1.97E-02,10/11/1996,75000000,0.026900851,7.875061263,109,0.322485207,The Ghost and the Darkness,6.4,7.03E-01,238,0.016909414,Michael Douglas, Val Kilmer, Tom Wilkinson, John Kani, Emily Mortimer, Bernard Hill,Stephen Hopkins
1031,49471,2400000,0.006309252,6.380211242,Drama,5.230661,9.55E-03,10/16/1996,5731103,0.002055156,6.758238214,120,0.355029586,Get on the Bus,7,7.69E-01,11,0.000781528,Ossie Davis, Charles S. Dutton, Andre Braugher, Richard Belzer, Thomas Jefferson Byrd, Isaiah Washington,Spike Lee
1032,38153,45000000,0.118415253,7.653212514," Action, Thriller",3.733574,6.82E-03,1/31/1997,2154540,0.000772297,6.333354561,103,0.304733728,Shadow Conspiracy,4,4.40E-01,12,0.000852575,Charlie Sheen, Donald Sutherland, Linda Hamilton, Stephen Lang, Nicholas Turturro, Stanley Anderson,George P. Cosmatos
1033,25147,7000000,0.018414595,6.84509804," Drama, Romance",3.379677,6.17E-03,2/6/1996,405000,0.000144764,5.607455023,123,0.363905325,Jude,6.6,7.25E-01,38,0.002699822,Kate Winslet, Christopher Eccleston, Liam Cunningham, Rachel Griffiths, June Whitfield, James Nesbitt,Michael Winterbottom
1036,454,14500000,0.038151567,7.161368002," Drama, Romance",11.774061,2.15E-02,10/31/1996,147298761,0.052833313,8.168199094,120,0.355029586,Romeo + Juliet,6.7,7.36E-01,1406,0.099893428,Leonardo DiCaprio, Claire Danes, John Leguizamo, Harold Perrineau, Pete Postlethwaite, Paul Sorvino,Baz Luhrmann
1037,10218,200000,0.00051974,5.301029996," Comedy, Romance",6.578025,1.20E-02,10/18/1996,4505922,0.001615702,6.65378367,94,0.278106509,Swingers,6.8,7.47E-01,255,0.018117229,Jon Favreau, Vince Vaughn, Ron Livingston, Patrick Van Horn, Alex Désert, Heather Graham,Doug Liman
1038,819,44000000,0.115783656,7.643452676," Crime, Drama, Thriller",9.198283,1.68E-02,10/18/1996,165615285,0.05940317,8.219100416,147,0.434911243,Sleepers,7.3,8.02E-01,729,0.051793961,Robert De Niro, Brad Pitt, Kevin Bacon, Jason Patric, Ron Eldard, Billy Crudup,Barry Levinson
1049,252,3000000,0.00788821,6.477121255," Family, Fantasy",12.416635,2.27E-02,6/29/1971,4000000,0.001434235,6.602059991,100,0.295857988,Willy Wonka & the Chocolate Factory,7.4,8.13E-01,826,0.058685613,Gene Wilder, Jack Albertson, Peter Ostrum, Roy Kinnear, Denise Nickerson, Leonard Stone,Mel art
1052,11561,2000000,0.005256614,6.301029996," Comedy, Romance, Science Fiction",6.048904,1.10E-02,12/17/1973,18344729,0.006579471,7.2635113,89,0.263313609,Sleeper,7,7.69E-01,206,0.014635879,Woody Allen, Diane Keaton, John Beck, Mary Gregory, Brian Avery, Don Keefer,Woody Allen
1053,11302,2000000,0.005256614,6.301029996,Comedy,4.331819,7.91E-03,4/28/1971,11833696,0.004244062,7.073120408,82,0.24260355,Bananas,6.7,7.36E-01,167,0.011865009,Woody Allen, Louise Lasser, Carlos Montalbán, Nati Abascal, Jacobo Morales, Miguel Ángel Suárez,Woody Allen
1054,623,7500000,0.019730393,6.875061263," Comedy, Crime",11.400353,2.08E-02,7/15/1988,62493712,0.022415037,7.795836322,108,0.319526627,A Fish Called Wanda,7.1,7.80E-01,576,0.040923623,John Cleese, Jamie Lee Curtis, Kevin Kline, Michael Palin, Maria Aitken, Tom Georgeson,
1055,583,4000000,0.010519806,6.602059991,Comedy,10.714173,1.96E-02,8/17/1979,20045115,0.007189373,7.302008552,94,0.278106509,Life of Brian,7.7,8.46E-01,1230,0.087388988,Graham Chapman, John Cleese, Terry Gilliam, Eric Idle, Terry Jones, Michael Palin,"Wigmaker, Ken Lintott"
1058,11575,12000000,0.031572576,7.079181246," Adventure, Comedy",4.473327,8.17E-03,7/1/1965,25333333,0.009086176,7.403692332,160,0.473372781,The Great Race,7.2,7.91E-01,64,0.004547069,Jack Lemmon, Tony Curtis, Natalie Wood, Peter Falk, Keenan Wynn, Vivian Vance,Blake Edwards
1059,475,2500000,0.006572412,6.397940009," Crime, Drama",12.109198,2.21E-02,7/18/1967,50700000,0.018184812,7.705007959,111,0.328402367,Bonnie and Clyde,7.6,8.35E-01,384,0.027282416,Warren Beatty, Faye Dunaway, Michael J. Pollard, Gene Wilder, Gene Hackman, Estelle Parsons,
1061,521,1400000,0.003677656,6.146128036," Crime, Mystery, Thriller",7.853231,1.43E-02,5/29/1954,3000000,0.001075551,6.477121255,104,0.307692308,Dial M for Murder,7.9,8.68E-01,539,0.038294849,Ray Milland, Grace Kelly, Robert Cummings, John Williams, Anthony Dawson, Leo Britt,Alfred Hitchcock
1063,88,6000000,0.015782999,6.77815125," Drama, Music, Romance",14.044122,2.57E-02,8/21/1987,213954274,0.076741627,8.330320966,100,0.295857988,Dirty Dancing,7.1,7.80E-01,1371,0.09740675,Jennifer Grey, Patrick Swayze, Jerry Orbach, Cynthia Rhodes, Jack Weston, Jane Brucker,Emile Ardolino
1064,500,1200000,0.003151337,6.079181246," Crime, Thriller",12.22034,2.23E-02,9/2/1992,14661007,0.005258176,7.166163801,99,0.292899408,Reservoir Dogs,8.1,8.90E-01,3821,0.271474245,Harvey Keitel, Tim Roth, Michael Madsen, Chris Penn, Steve Buscemi, Lawrence Tierney,Quentin Tarantino
1065,792,6000000,0.015782999,6.77815125," Drama, War, Action",18.206972,3.33E-02,12/18/1986,138530565,0.049688295,8.141545606,120,0.355029586,Platoon,7.5,8.24E-01,1236,0.087815275,Tom Berenger, Charlie Sheen, Willem Dafoe, Forest Whitaker, John C. McGinley, Kevin Dillon,Oliver Stone
1066,8491,6500000,0.017098797,6.812913357,Comedy,8.051891,1.47E-02,7/5/1989,30218387,0.01083837,7.480271279,97,0.286982249,Weekend at Bernie's,6.4,7.03E-01,255,0.018117229,Andrew McCarthy, Jonathan Silverman, Catherine Mary Stewart, Terry Kiser, Don Calfa, Catherine Parks,Ted Kotcheff
1067,402,49000000,0.128941638,7.69019608," Thriller, Mystery",16.628427,3.04E-02,3/20/1992,352927224,0.126589102,8.54768516,127,0.375739645,Basic Instinct,6.5,7.14E-01,869,0.061740675,Michael Douglas, Sharon Stone, George Dzundza, Jeanne Tripplehorn, Denis Arndt, Leilani Sarelle,
1068,10537,38000000,0.099994079,7.579783597," Drama, Music",7.829619,1.43E-02,3/1/1991,34416893,0.01234431,7.536771662,140,0.414201183,The Doors,6.7,7.36E-01,285,0.020248668,Val Kilmer, Meg Ryan, Kyle MacLachlan, Frank Whaley, Kevin Dillon, Michael Wincott,Oliver Stone
1069,11386,3705538,0.009744901,6.568851271," Romance, Crime, Drama, Thriller",7.404329,1.35E-02,9/2/1992,62548947,0.022434849,7.796220003,112,0.331360947,The Crying Game,6.9,7.58E-01,180,0.012788632,Stephen Rea, Jaye Davidson, Miranda Richardson, Forest Whitaker, Adrian Dunbar, Jim Broadbent,Neil Jordan
1070,9504,12500000,0.032888374,7.096910013," Crime, Drama, Mystery",6.792215,1.24E-02,9/15/1992,10725228,0.003846472,7.030406533,100,0.295857988,Glengarry Glen Ross,7.5,8.24E-01,330,0.023445826,Al Pacino, Jack Lemmon, Alec Baldwin, Alan Arkin, Ed Harris, Kevin Spacey,James Foley
1071,15764,12000000,0.031572576,7.079181246," Drama, Romance",15.417202,2.82E-02,12/8/1982,30036000,0.010772951,7.477642096,151,0.446745562,Sophie's Choice,7.4,8.13E-01,149,0.010586146,Meryl Streep, Kevin Kline, Peter MacNicol, Rita Karin, Stephen D. Newman, Greta Turken,Alan J. Pakula
1072,601,10500000,0.027625182,7.021189299," Science Fiction, Adventure, Family, Fantasy",19.358546,3.54E-02,4/3/1982,792965326,0.28442405,8.899254197,115,0.340236686,E.T. the Extra-Terrestrial,7.3,8.02E-01,3359,0.238650089,Henry Thomas, Drew Barrymore, Robert MacNaughton, Dee Wallace, Peter Coyote, Эрика Элениак,Steven Spielberg
1075,2119,60000000,0.157889197,7.77815125,Adventure,7.046753,1.29E-02,6/27/1990,157920733,0.056643252,8.198439151,107,0.316568047,Days of Thunder,5.9,6.48E-01,359,0.025506217,Tom Cruise, Robert Duvall, Nicole Kidman, Randy Quaid, Cary Elwes, Fred Dalton Thompson,Tony Scott
1076,744,15000000,0.039467365,7.176091259," Action, Romance, War",20.301019,3.71E-02,5/16/1986,356830601,0.127989184,8.552462091,110,0.325443787,Top Gun,6.7,7.36E-01,1736,0.123339254,Tom Cruise, Kelly McGillis, Val Kilmer, Anthony Edwards, Tom Skerritt, Michael Ironside,
1079,702,1800000,0.004730294,6.255272505,Drama,7.301719,1.33E-02,9/18/1951,8000000,0.002868974,6.903089987,125,0.369822485,A Streetcar Named Desire,7.6,8.35E-01,291,0.020674956,Vivien Leigh, Marlon Brando, Kim Hunter, Karl Malden, Rudy Bond, Nick Dennis,Elia Kazan
1087,21612,12500000,0.032888374,7.096910013," Crime, Drama",2.772039,5.06E-03,1/26/1996,1227324,0.000439719,6.088959227,99,0.292899408,The Funeral,7.3,8.02E-01,31,0.002202487,Christopher Walken, Chris Penn, Annabella Sciorra, Isabella Rossellini, Vincent Gallo, Benicio del Toro,Abel Ferrara
1093,1630,36000000,0.094730886,7.556302501,Drama,9.178371,1.68E-02,10/12/1996,20300385,0.007280935,7.307504274,129,0.381656805,The People vs. Larry Flynt,6.8,7.47E-01,257,0.018259325,Woody Harrelson, Courtney Love, Edward Norton, Brett Harrelson, Donna Hanover, James Cromwell,Miloš Forman
1097,11843,5000000,0.013151402,6.698970004," Mystery, Comedy, Crime",6.501177,1.19E-02,5/21/1975,41833347,0.015004479,7.621522613,113,0.334319527,The Return of the Pink Panther,6.7,7.36E-01,138,0.009804618,Peter Sellers, Christopher Plummer, Herbert Lom, Catherine Schell, Peter Arne, Peter Jeffrey,Blake Edwards
1098,10379,6788000,0.017856696,6.831741834," Comedy, Fantasy, Family",7.88101,1.44E-02,4/19/1991,13878334,0.004977443,7.142337335,103,0.304733728,Drop Dead Fred,5.9,6.48E-01,107,0.007602131,Phoebe Cates, Rik Mayall, Marsha Mason, Tim Matheson, Carrie Fisher, Keith Charles,Ate de Jong
1099,2756,70000000,0.184205159,7.84509804," Adventure, Action, Thriller, Science Fiction",9.809585,1.79E-02,8/9/1989,90000098,0.032281157,7.954242982,139,0.411242604,The Abyss,7.1,7.80E-01,822,0.058401421,Ed Harris, Mary Elizabeth Mastrantonio, Michael Biehn, Leo Burmester, Todd Graff, John Bedford Lloyd,
1100,790,1000000,0.002625017,6,Horror,9.194572,1.68E-02,2/8/1980,21378361,0.007667588,7.329974406,89,0.263313609,The Fog,6.4,7.03E-01,318,0.02259325,Adrienne Barbeau, Jamie Lee Curtis, Janet Leigh, John Houseman, Tom Atkins, James Canning,John Carpenter
1101,1103,6000000,0.015782999,6.77815125," Science Fiction, Action",10.124544,1.85E-02,5/22/1981,50244700,0.018021503,7.701090257,99,0.292899408,Escape from New York,6.9,7.58E-01,720,0.051154529,Kurt Russell, Lee Van Cleef, Ernest Borgnine, Donald Pleasence, Isaac Hayes, Harry Dean Stanton,John Carpenter
1102,11298,1000000,0.002625017,6," Drama, Horror",6.715512,1.23E-02,4/3/1981,17985893,0.006450762,7.254932005,91,0.269230769,The Howling,6.4,7.03E-01,165,0.011722913,Patrick Macnee, Dennis Dugan, Christopher Stone, Belinda Balaski, Kevin McCarthy, John Carradine,Joe Dante
1107,762,400000,0.00104606,5.602059991," Adventure, Comedy, Fantasy",10.43389,1.91E-02,3/13/1975,5028948,0.001803303,6.701477145,91,0.269230769,Monty Python and the Holy Grail,7.8,8.57E-01,1742,0.123765542,Graham Chapman, John Cleese, Terry Gilliam, Eric Idle, Terry Jones, Michael Palin,"Terry Gilliam, Terry Jones"
1135,49763,7000000,0.018414595,6.84509804,Horror,2.661026,4.86E-03,11/1/1996,1100000,0.00039405,6.041392685,80,0.236686391,Bad Moon,5.7,6.26E-01,33,0.002344583,Mariel Hemingway, Michael Paré, Mason Gamble, Hrothgar Mathews, Ken Pogue, Johanna Marlowe,Eric Red
1142,892,4000000,0.010519806,6.602059991," Comedy, Science Fiction, Fantasy",12.565447,2.29E-02,4/17/1991,1794187,0.000643044,6.253867706,99,0.292899408,Delicatessen,7.4,8.13E-01,320,0.022735346,Dominique Pinon, Marie-Laure Dougnac, Jean-Claude Dreyfus, Karin Viard, Ticky Holgado, Pascal Benezech,Jean-Pierre Jeunet
